school_name,conf_abbr,srs_off,srs_def,off_rtg,def_rtg
East Texas A&M,Southland,-8.62,-3.77,93.99,111.71
Eastern Illinois,OVC,-11.63,-0.80,91.21,108.98
Army,Patriot,-4.32,-8.15,97.80,115.83
Niagara,MAAC,-7.65,-4.88,98.66,117.21
Saint Francis (PA),NEC,-5.74,-6.79,97.16,115.17
North Carolina Central,MEAC,-3.99,-8.69,100.48,118.61
Stonehill,NEC,-9.11,-3.76,98.10,116.84
North Carolina A&T,CAA,-5.72,-7.28,95.37,113.88
Lindenwood,OVC,-7.36,-5.65,91.29,109.91
Florida A&M,SWAC,-6.09,-7.05,98.54,116.90
Binghamton,AEC,-8.59,-4.64,95.56,114.85
Green Bay,Horizon,-3.70,-9.53,98.93,117.90
Detroit Mercy,Horizon,-8.60,-4.83,92.76,112.33
Morehead State,OVC,-11.73,-1.78,95.00,114.10
Stony Brook,CAA,-8.26,-5.31,99.16,119.18
Southern Indiana,OVC,-7.21,-6.46,96.09,115.93
Sacramento State,Big Sky,-11.26,-2.44,93.43,113.95
Alcorn State,SWAC,-10.87,-2.91,95.23,114.70
Fairfield,MAAC,-8.75,-5.48,95.81,116.64
Central Arkansas,A-Sun,-7.13,-7.54,95.17,116.12
Bellarmine,A-Sun,-4.40,-10.35,102.60,124.10
Morgan State,MEAC,-1.18,-13.71,98.30,119.02
Buffalo,MAC,-5.59,-9.36,94.37,114.99
Louisiana-Monroe,Sun Belt,-7.95,-7.06,94.33,115.90
Western Illinois,OVC,-9.58,-5.49,97.06,119.19
West Georgia,A-Sun,-7.99,-7.09,95.19,116.52
New Orleans,Southland,-4.24,-10.92,96.42,117.67
Mercyhurst,NEC,-9.92,-5.44,96.43,119.47
Cal State Fullerton,Big West,-9.82,-5.65,91.97,113.79
South Carolina Upstate,Big South,-2.04,-13.42,96.51,117.13
Wagner,NEC,-18.85,3.39,88.75,112.09
Western Carolina,Southern,-7.03,-8.70,91.63,112.93
Stetson,A-Sun,-6.32,-9.88,96.74,119.59
Northern Illinois,MAC,-8.41,-8.04,91.05,113.81
Le Moyne,NEC,-3.10,-14.44,98.62,124.09
NJIT,AEC,-12.28,-5.36,90.23,116.08
The Citadel,Southern,-12.56,-5.74,92.43,119.35
Canisius,MAAC,-8.76,-10.24,96.61,124.78
Prairie View,SWAC,-5.80,-13.33,94.85,121.26
New Hampshire,AEC,-11.45,-8.06,89.81,117.43
Alabama A&M,SWAC,-7.96,-12.40,89.06,117.78
Maryland-Eastern Shore,MEAC,-12.47,-8.01,91.54,120.54
Chicago State,NEC,-11.89,-8.90,87.72,116.96
Coppin State,MEAC,-14.55,-6.44,84.78,114.85
Arkansas-Pine Bluff,SWAC,-6.39,-17.73,92.39,124.70
Mississippi Valley State,SWAC,-22.52,-11.79,77.64,128.24
